"","player_id","year","bp","bp_converted"
"16615",200109,"2003",NA,NA
"16616",200109,"2004",NA,NA
"16617",200109,"2009",62,28
"16618",200109,"2005",NA,NA
"16619",200109,"1996",NA,NA
"16620",200109,"2001",NA,NA
"16621",200110,"2002",NA,NA
"16622",200110,"1995",NA,NA
"16623",200110,"1996",NA,NA
"16624",200110,"1999",NA,NA
"16625",200110,"2004",NA,NA
"16626",200110,"1994",NA,NA
"16627",200110,"1998",NA,NA
"16628",200110,"2003",NA,NA
"16629",200110,"1997",NA,NA
"16630",200110,"2005",NA,NA
"16631",200110,"2000",NA,NA
"16632",200111,"2000",NA,NA
"16633",200111,"1999",NA,NA
"16634",200111,"2004",NA,NA
"16635",200111,"2002",NA,NA
"16636",200111,"2005",NA,NA
"16637",200111,"2001",NA,NA
"16638",200111,"2003",NA,NA
"16639",200117,"2000",NA,NA
"16640",200117,"1994",NA,NA
"16641",200117,"2006",NA,NA
"16642",200117,"2002",NA,NA
"16643",200117,"1998",NA,NA
"16644",200117,"1993",NA,NA
"16645",200117,"2007",15,8
"16646",200117,"1999",NA,NA
"16647",200117,"2001",NA,NA
"16648",200117,"2005",NA,NA
"16649",200117,"2004",NA,NA
"16650",200117,"2007",1,1
"16651",200118,"2009",19,9
"16652",200118,"2000",NA,NA
"16653",200118,"2009",34,16
"16654",200118,"2002",NA,NA
"16655",200118,"1992",NA,NA
"16656",200118,"1990",NA,NA
"16657",200118,"2004",NA,NA
"16658",200118,"1993",NA,NA
"16659",200118,"1991",NA,NA
"16660",200118,"1998",NA,NA
"16661",200118,"1996",NA,NA
"16662",200118,"1995",NA,NA
"16663",200118,"2007",NA,NA
"16664",200118,"2006",NA,NA
"16665",200118,"2003",NA,NA
"16666",200118,"2010",5,3
"16667",200118,"1994",NA,NA
"16668",200118,"2005",NA,NA
"16669",200118,"1997",NA,NA
"16670",200118,"2008",NA,NA
"16671",200118,"2008",70,27
"16672",200118,"1999",NA,NA
"16673",200118,"2001",NA,NA
"16674",200120,"2011",NA,NA
"16675",200120,"2002",NA,NA
"16676",200120,"2010",24,9
"16677",200120,"2008",11,4
"16678",200120,"2005",NA,NA
"16679",200120,"2003",NA,NA
"16680",200120,"1999",NA,NA
"16681",200120,"2004",NA,NA
"16682",200120,"2008",12,4
"16683",200120,"2011",140,61
"16684",200120,"2009",NA,NA
"16685",200120,"1998",NA,NA
"16686",200120,"2012",NA,NA
"16687",200120,"2010",9,4
"16688",200120,"2012",24,14
"16689",200120,"2000",NA,NA
"16690",200120,"2001",NA,NA
"16691",200120,"2006",NA,NA
"16692",200121,"2007",NA,NA
"16693",200121,"2008",NA,NA
"16694",200121,"2001",NA,NA
"16695",200121,"2009",2,2
"16696",200121,"2005",NA,NA
"16697",200121,"2000",NA,NA
"16698",200121,"2003",NA,NA
"16699",200121,"2006",NA,NA
"16700",200121,"2002",NA,NA
"16701",200121,"2004",NA,NA
"16702",200122,"2001",NA,NA
"16703",200122,"2003",NA,NA
"16704",200122,"2005",NA,NA
"16705",200122,"2000",NA,NA
"16706",200122,"1998",NA,NA
"16707",200122,"2004",NA,NA
"16708",200122,"2002",NA,NA
"16709",200122,"1999",NA,NA
"16710",200123,"1997",NA,NA
"16711",200123,"2000",NA,NA
"16712",200123,"1995",NA,NA
"16713",200123,"2004",NA,NA
"16714",200123,"2001",NA,NA
"16715",200123,"2003",NA,NA
"16716",200123,"1999",NA,NA
"16717",200123,"1998",NA,NA
"16718",200123,"2005",NA,NA
"16719",200123,"1996",NA,NA
"16720",200123,"2002",NA,NA
"16721",200124,"2002",NA,NA
"16722",200124,"2009",NA,NA
"16723",200124,"2006",NA,NA
"16724",200124,"1991",NA,NA
"16725",200124,"1995",NA,NA
"16726",200124,"2000",NA,NA
"16727",200124,"2012",NA,NA
"16728",200124,"2011",NA,NA
"16729",200124,"1993",NA,NA
"16730",200124,"2001",NA,NA
"16731",200124,"1992",NA,NA
"16732",200124,"1994",NA,NA
"16733",200124,"2014",NA,NA
"16734",200124,"2013",NA,NA
"16735",200124,"1996",NA,NA
"16736",200124,"2008",NA,NA
"16737",200124,"1998",NA,NA
"16738",200124,"2005",NA,NA
"16739",200124,"2004",NA,NA
"16740",200124,"2010",NA,NA
"16741",200124,"1999",NA,NA
"16742",200124,"1997",NA,NA
"16743",200124,"2007",NA,NA
"16744",200124,"2009",16,5
"16745",200124,"2003",NA,NA
"16746",200126,"2004",NA,NA
"16747",200126,"1998",NA,NA
"16748",200126,"2002",NA,NA
"16749",200126,"2000",NA,NA
"16750",200126,"2001",NA,NA
"16751",200126,"2005",NA,NA
"16752",200126,"2003",NA,NA
"16753",200126,"1999",NA,NA
"16754",200128,"2001",NA,NA
"16755",200128,"1999",NA,NA
"16756",200128,"1991",NA,NA
"16757",200128,"2000",NA,NA
"16758",200128,"1996",NA,NA
"16759",200128,"2008",NA,NA
"16760",200128,"1993",NA,NA
"16761",200128,"1994",NA,NA
"16762",200128,"2005",NA,NA
"16763",200128,"2007",NA,NA
"16764",200128,"1997",NA,NA
"16765",200128,"1995",NA,NA
"16766",200128,"2002",NA,NA
"16767",200128,"2003",NA,NA
"16768",200128,"2007",6,4
"16769",200128,"1992",NA,NA
"16770",200128,"2004",NA,NA
"16771",200128,"2006",NA,NA
"16772",200128,"1998",NA,NA
"16773",200293,"1987",NA,NA
"16774",200293,"1990",NA,NA
"16775",200293,"1985",NA,NA
"16776",200293,"1981",NA,NA
"16777",200293,"1973",NA,NA
"16778",200293,"1991",NA,NA
"16779",200293,"1984",NA,NA
"16780",200293,"2004",7,5
"16781",200293,"1979",NA,NA
"16782",200293,"1986",NA,NA
"16783",200293,"1974",NA,NA
"16784",200293,"1988",NA,NA
"16785",200293,"2002",NA,NA
"16786",200293,"1976",NA,NA
"16787",200293,"1972",NA,NA
"16788",200293,"1983",NA,NA
"16789",200293,"1994",NA,NA
"16790",200293,"1977",NA,NA
"16791",200293,"1982",NA,NA
"16792",200293,"1989",NA,NA
"16793",200293,"1980",NA,NA
"16794",200293,"2005",NA,NA
"16795",200293,"1978",NA,NA
"16796",200293,"1993",NA,NA
"16797",200293,"1975",NA,NA
"16798",200293,"1992",NA,NA
"16799",200293,"2004",NA,NA
"16800",200554,"1996",NA,NA
"16801",200554,"2006",NA,NA
"16802",200554,"1994",NA,NA
"16803",200554,"2007",8,4
"16804",200554,"1995",NA,NA
"16805",200554,"1999",NA,NA
"16806",200554,"1986",NA,NA
"16807",200554,"2005",NA,NA
"16808",200554,"1998",NA,NA
"16809",200554,"1993",NA,NA
"16810",200554,"1987",NA,NA
"16811",200554,"1988",NA,NA
"16812",200554,"2007",10,1
"16813",200554,"2008",6,3
"16814",200554,"1990",NA,NA
"16815",200554,"1989",NA,NA
"16816",200554,"1992",NA,NA
"16817",200554,"1991",NA,NA
"16818",200554,"1997",NA,NA
"16819",200617,"1996",NA,NA
"16820",200617,"1993",NA,NA
"16821",200617,"1991",NA,NA
"16822",200617,"2011",NA,NA
"16823",200617,"1989",NA,NA
"16824",200617,"2013",NA,NA
"16825",200617,"2008",3,1
"16826",200617,"2013",126,71
"16827",200617,"2014",97,52
"16828",200617,"1992",NA,NA
"16829",200617,"2011",181,67
"16830",200617,"2017",1,0
"16831",200617,"1995",NA,NA
"16832",200617,"2010",NA,NA
"16833",200617,"2009",NA,NA
"16834",200617,"2015",NA,NA
"16835",200617,"2014",NA,NA
"16836",200617,"2012",NA,NA
"16837",200617,"1994",NA,NA
"16838",200617,"1990",NA,NA
"16839",200695,"1998",NA,NA
"16840",200695,"1993",NA,NA
"16841",200695,"1992",NA,NA
"16842",200695,"2005",NA,NA
"16843",200695,"1999",NA,NA
"16844",200695,"1997",NA,NA
"16845",200695,"1996",NA,NA
"16846",200695,"2000",NA,NA
"16847",200695,"1994",NA,NA
"16848",200695,"1995",NA,NA
"16849",200697,"1997",NA,NA
"16850",200697,"1993",NA,NA
"16851",200697,"2001",NA,NA
"16852",200697,"2003",NA,NA
"16853",200697,"1999",NA,NA
"16854",200697,"2005",NA,NA
"16855",200697,"1995",NA,NA
"16856",200697,"1998",NA,NA
"16857",200697,"1996",NA,NA
"16858",200697,"2002",NA,NA
"16859",200697,"2004",NA,NA
"16860",200697,"2000",NA,NA
"16861",200697,"1994",NA,NA
"16862",200700,"2001",NA,NA
"16863",200700,"1999",NA,NA
"16864",200700,"1991",NA,NA
"16865",200700,"1989",NA,NA
"16866",200700,"1996",NA,NA
"16867",200700,"2004",NA,NA
"16868",200700,"1997",NA,NA
"16869",200700,"1990",NA,NA
"16870",200700,"2003",NA,NA
"16871",200700,"1992",NA,NA
"16872",200700,"1993",NA,NA
"16873",200700,"1995",NA,NA
"16874",200700,"2005",NA,NA
"16875",200700,"2000",NA,NA
"16876",200700,"1998",NA,NA
"16877",200700,"2002",NA,NA
"16878",200700,"1994",NA,NA
"16879",200707,"1995",NA,NA
"16880",200707,"1996",NA,NA
"16881",200707,"1993",NA,NA
"16882",200707,"1992",NA,NA
"16883",200707,"1994",NA,NA
"16884",200707,"2001",NA,NA
"16885",200707,"2005",NA,NA
"16886",200707,"2006",NA,NA
"16887",200709,"2010",NA,NA
"16888",200709,"2001",NA,NA
"16889",200709,"1999",NA,NA
"16890",200709,"2006",6,4
"16891",200709,"1993",NA,NA
"16892",200709,"1992",NA,NA
"16893",200709,"2009",NA,NA
"16894",200709,"2002",NA,NA
"16895",200709,"2007",NA,NA
"16896",200709,"1994",NA,NA
"16897",200709,"2003",NA,NA
"16898",200709,"2008",NA,NA
"16899",200709,"1991",NA,NA
"16900",200709,"2000",NA,NA
"16901",200709,"2004",NA,NA
"16902",200713,"2004",NA,NA
"16903",200713,"1997",NA,NA
"16904",200713,"1994",NA,NA
"16905",200713,"1993",NA,NA
"16906",200713,"2005",NA,NA
"16907",200713,"2003",NA,NA
"16908",200713,"2000",NA,NA
"16909",200713,"2001",NA,NA
"16910",200713,"2002",NA,NA
"16911",200713,"1999",NA,NA
"16912",200713,"1995",NA,NA
"16913",200713,"1998",NA,NA
"16914",200713,"1996",NA,NA
"16915",200720,"2003",NA,NA
"16916",200720,"2001",NA,NA
"16917",200720,"1994",NA,NA
"16918",200720,"2004",NA,NA
"16919",200720,"1992",NA,NA
"16920",200720,"1996",NA,NA
"16921",200720,"1995",NA,NA
"16922",200720,"2002",NA,NA
"16923",200720,"1997",NA,NA
"16924",200720,"2000",NA,NA
"16925",200720,"2005",NA,NA
"16926",200720,"2006",5,3
"16927",200727,"2000",NA,NA
"16928",200727,"2002",NA,NA
"16929",200727,"1999",NA,NA
"16930",200727,"1995",NA,NA
"16931",200727,"2004",NA,NA
"16932",200727,"1994",NA,NA
"16933",200727,"1993",NA,NA
"16934",200727,"2003",NA,NA
"16935",200727,"1996",NA,NA
"16936",200727,"2005",NA,NA
"16937",200727,"2001",NA,NA
"16938",200727,"1991",NA,NA
"16939",200727,"1998",NA,NA
"16940",200729,"1996",NA,NA
"16941",200729,"2004",NA,NA
"16942",200729,"1997",NA,NA
"16943",200729,"2003",NA,NA
"16944",200729,"1995",NA,NA
"16945",200729,"2005",NA,NA
"16946",200733,"1997",NA,NA
"16947",200733,"2004",10,4
"16948",200733,"1996",NA,NA
"16949",200733,"2002",NA,NA
"16950",200733,"1999",NA,NA
"16951",200733,"1998",NA,NA
"16952",200733,"2006",NA,NA
"16953",200735,"2005",NA,NA
"16954",200735,"1995",NA,NA
"16955",200735,"2003",NA,NA
"16956",200735,"2004",NA,NA
"16957",200735,"1998",NA,NA
"16958",200735,"2001",NA,NA
"16959",200735,"1999",NA,NA
"16960",200735,"1996",NA,NA
"16961",200735,"1997",NA,NA
"16962",200735,"2002",NA,NA
"16963",200746,"1997",NA,NA
"16964",200746,"2008",13,7
"16965",200746,"1999",NA,NA
"16966",200746,"2008",NA,NA
"16967",200746,"2009",8,3
"16968",200746,"2001",NA,NA
"16969",200746,"2005",NA,NA
"16970",200746,"2007",NA,NA
"16971",200746,"1996",NA,NA
"16972",200746,"2006",NA,NA
"16973",200746,"1998",NA,NA
"16974",200748,"1994",NA,NA
"16975",200748,"2004",NA,NA
"16976",200748,"2005",NA,NA
"16977",200748,"2012",NA,NA
"16978",200748,"1995",NA,NA
"16979",200748,"2011",NA,NA
"16980",200748,"2016",239,130
"16981",200748,"2010",47,17
"16982",200748,"2024",13,7
"16983",200748,"2020",3,3
"16984",200748,"2009",NA,NA
"16985",200748,"2007",NA,NA
"16986",200748,"1996",NA,NA
"16987",200748,"2007",90,42
"16988",200748,"2023",53,19
"16989",200748,"2021",56,20
"16990",200748,"2003",NA,NA
"16991",200748,"2020",82,29
"16992",200748,"2001",NA,NA
"16993",200748,"2018",74,32
"16994",200748,"2022",21,6
"16995",200748,"2015",NA,NA
"16996",200748,"2014",NA,NA
"16997",200748,"1998",NA,NA
"16998",200748,"2021",25,11
"16999",200748,"2016",138,58
"17000",200748,"2019",87,32
"17001",200748,"1997",NA,NA
"17002",200748,"2002",NA,NA
"17003",200748,"2006",NA,NA
"17004",200748,"2000",NA,NA
"17005",200748,"1999",NA,NA
"17006",200748,"2018",215,103
"17007",200748,"2010",NA,NA
"17008",200748,"2019",NA,NA
"17009",200748,"2012",61,24
"17010",200748,"2013",NA,NA
"17011",200748,"2017",404,179
"17012",200748,"2017",NA,NA
"17013",200748,"2023",29,14
"17014",200748,"2008",NA,NA
"17015",200751,"2002",NA,NA
"17016",200751,"1998",NA,NA
"17017",200751,"2005",NA,NA
"17018",200751,"2003",NA,NA
"17019",200751,"2006",38,15
"17020",200751,"2001",NA,NA
"17021",200751,"2007",NA,NA
"17022",200751,"1999",NA,NA
"17023",200751,"2004",NA,NA
"17024",200751,"2006",NA,NA
"17025",200753,"2005",13,4
"17026",200753,"1997",NA,NA
"17027",200753,"2003",NA,NA
"17028",200753,"2002",NA,NA
"17029",200753,"1996",NA,NA
"17030",200753,"2004",NA,NA
"17031",200753,"1998",NA,NA
"17032",200753,"2001",NA,NA
"17033",200753,"2000",NA,NA
"17034",200753,"1999",NA,NA
"17035",200754,"1996",NA,NA
"17036",200754,"2011",114,40
"17037",200754,"2012",41,16
"17038",200754,"2009",NA,NA
"17039",200754,"2004",NA,NA
"17040",200754,"2011",NA,NA
"17041",200754,"2005",NA,NA
"17042",200754,"1999",NA,NA
"17043",200754,"2001",NA,NA
"17044",200754,"2012",30,15
"17045",200754,"2002",NA,NA
"17046",200754,"2000",NA,NA
"17047",200754,"2003",NA,NA
"17048",200754,"2006",NA,NA
"17049",200754,"2007",NA,NA
"17050",200754,"2008",NA,NA
"17051",200754,"1998",NA,NA
"17052",200754,"2010",NA,NA
"17053",200754,"2013",11,4
"17054",200754,"2010",119,63
"17055",200754,"2013",12,6
"17056",200764,"2007",NA,NA
"17057",200764,"2010",NA,NA
"17058",200764,"2011",18,6
"17059",200764,"2004",NA,NA
"17060",200764,"2001",NA,NA
"17061",200764,"2007",8,3
"17062",200764,"2002",NA,NA
"17063",200764,"2008",1,1
"17064",200764,"2011",23,11
"17065",200764,"2000",NA,NA
"17066",200764,"2009",22,6
"17067",200764,"2005",NA,NA
"17068",200764,"2003",NA,NA
"17069",200764,"2006",NA,NA
"17070",200764,"2009",12,8
"17071",200764,"2008",18,11
"17072",200765,"2008",2,1
"17073",200765,"2002",NA,NA
"17074",200765,"1999",NA,NA
"17075",200765,"2011",11,1
"17076",200765,"1997",NA,NA
"17077",200765,"2001",NA,NA
"17078",200765,"2012",9,5
"17079",200765,"2008",18,12
"17080",200765,"2009",NA,NA
"17081",200765,"2000",NA,NA
"17082",200765,"2012",NA,NA
"17083",200765,"2003",NA,NA
"17084",200766,"2004",NA,NA
"17085",200766,"2002",NA,NA
"17086",200766,"2003",NA,NA
"17087",200766,"1999",NA,NA
"17088",200766,"2001",NA,NA
"17089",200766,"2000",NA,NA
"17090",200766,"2005",NA,NA
"17091",200770,"2002",NA,NA
"17092",200770,"2010",NA,NA
"17093",200770,"2010",24,6
"17094",200770,"2003",NA,NA
"17095",200770,"2011",6,2
"17096",200770,"2000",NA,NA
"17097",200770,"2007",37,12
"17098",200770,"2007",38,23
"17099",200770,"2009",57,26
"17100",200770,"2005",NA,NA
"17101",200770,"2004",NA,NA
"17102",200770,"2006",NA,NA
"17103",200770,"2008",NA,NA
"17104",200770,"2009",NA,NA
"17105",200772,"2001",NA,NA
"17106",200772,"2007",18,4
"17107",200772,"2004",NA,NA
"17108",200772,"2006",NA,NA
"17109",200772,"1999",NA,NA
"17110",200772,"2002",NA,NA
"17111",200772,"2005",NA,NA
"17112",200772,"2003",NA,NA
"17113",200772,"2000",NA,NA
"17114",200773,"2005",NA,NA
"17115",200773,"2010",NA,NA
"17116",200773,"1999",NA,NA
"17117",200773,"2015",14,6
"17118",200773,"2006",NA,NA
"17119",200773,"2008",NA,NA
"17120",200773,"2003",NA,NA
"17121",200773,"2009",26,13
"17122",200773,"2007",NA,NA
"17123",200773,"2011",NA,NA
"17124",200773,"2001",NA,NA
"17125",200773,"2013",30,15
"17126",200773,"2011",21,12
"17127",200773,"2009",NA,NA
"17128",200773,"2002",NA,NA
"17129",200773,"2013",NA,NA
"17130",200773,"2004",NA,NA
"17131",200773,"2000",NA,NA
"17132",200773,"2012",NA,NA
"17133",200776,"2003",NA,NA
"17134",200776,"1999",NA,NA
"17135",200776,"2007",9,6
"17136",200776,"2008",12,9
"17137",200776,"2000",NA,NA
"17138",200776,"2008",NA,NA
"17139",200776,"2004",NA,NA
"17140",200776,"2001",NA,NA
"17141",200776,"2002",NA,NA
"17142",200776,"2005",NA,NA
"17143",200777,"2007",NA,NA
"17144",200777,"2001",NA,NA
"17145",200777,"2002",NA,NA
"17146",200777,"1999",NA,NA
"17147",200777,"2003",NA,NA
"17148",200777,"2004",NA,NA
"17149",200777,"2000",NA,NA
"17150",200777,"2005",NA,NA
"17151",201083,"2001",NA,NA
"17152",201083,"2002",NA,NA
"17153",201083,"2000",NA,NA
"17154",201083,"2003",NA,NA
"17155",201083,"2005",NA,NA
"17156",201083,"1999",NA,NA
"17157",201085,"1997",NA,NA
"17158",201085,"1999",NA,NA
"17159",201085,"2004",NA,NA
"17160",201085,"2003",NA,NA
"17161",201085,"1996",NA,NA
"17162",201085,"2002",NA,NA
"17163",201085,"2001",NA,NA
"17164",201085,"1998",NA,NA
"17165",201085,"2006",NA,NA
"17166",201085,"2006",33,25
"17167",201085,"2005",NA,NA
"17168",201085,"2000",NA,NA
"17169",201086,"2007",NA,NA
"17170",201086,"2010",41,20
"17171",201086,"2003",NA,NA
"17172",201086,"2006",NA,NA
"17173",201086,"2010",NA,NA
"17174",201086,"2019",16,4
"17175",201086,"2012",NA,NA
"17176",201086,"2013",NA,NA
"17177",201086,"2008",NA,NA
"17178",201086,"2019",6,5
"17179",201086,"2009",NA,NA
"17180",201086,"2000",NA,NA
"17181",201086,"2002",NA,NA
"17182",201086,"2012",70,23
"17183",201086,"2009",9,6
"17184",201086,"2001",NA,NA
"17185",201086,"2011",NA,NA
"17186",201087,"2006",NA,NA
"17187",201087,"2001",NA,NA
"17188",201087,"1998",NA,NA
"17189",201087,"1994",NA,NA
"17190",201087,"2003",NA,NA
"17191",201087,"2010",5,3
"17192",201087,"2000",NA,NA
"17193",201087,"1999",NA,NA
"17194",201087,"2002",NA,NA
"17195",201087,"2008",5,2
"17196",201087,"2005",NA,NA
"17197",201087,"2004",NA,NA
"17198",201201,"1998",NA,NA
"17199",201201,"2000",NA,NA
"17200",201201,"1997",NA,NA
"17201",201201,"2003",NA,NA
"17202",201201,"2007",NA,NA
"17203",201201,"1999",NA,NA
"17204",201204,"2003",NA,NA
"17205",201204,"2000",NA,NA
"17206",201204,"2007",NA,NA
"17207",201204,"2006",NA,NA
"17208",201204,"2005",NA,NA
"17209",201204,"1998",NA,NA
"17210",201204,"1999",NA,NA
"17211",201204,"2004",NA,NA
"17212",201204,"2008",NA,NA
"17213",201204,"1996",NA,NA
"17214",201204,"1997",NA,NA
"17215",201204,"2001",NA,NA
"17216",201204,"2002",NA,NA
"17217",201207,"2003",NA,NA
"17218",201207,"2002",NA,NA
"17219",201207,"2005",NA,NA
"17220",201207,"2000",NA,NA
"17221",201207,"2001",NA,NA
"17222",201207,"2004",NA,NA
"17223",201209,"1999",NA,NA
"17224",201209,"1997",NA,NA
"17225",201209,"2009",13,6
"17226",201209,"2003",NA,NA
"17227",201209,"1993",NA,NA
"17228",201209,"2000",NA,NA
"17229",201209,"2008",6,4
"17230",201209,"2008",NA,NA
"17231",201209,"2007",19,9
"17232",201209,"2009",3,1
"17233",201209,"2005",NA,NA
"17234",201209,"2004",NA,NA
"17235",201209,"1998",NA,NA
"17236",201209,"2010",5,4
"17237",201209,"2006",NA,NA
"17238",201209,"2001",NA,NA
"17239",201209,"1996",NA,NA
"17240",201209,"1992",NA,NA
"17241",201209,"1995",NA,NA
"17242",201209,"2002",NA,NA
"17243",201211,"2006",NA,NA
"17244",201211,"2008",3,1
"17245",201211,"2001",NA,NA
"17246",201211,"2004",NA,NA
"17247",201211,"2000",NA,NA
"17248",201211,"2007",NA,NA
"17249",201212,"1999",NA,NA
"17250",201212,"2017",89,32
"17251",201212,"2013",139,69
"17252",201212,"2014",NA,NA
"17253",201212,"2004",NA,NA
"17254",201212,"2014",149,77
"17255",201212,"2009",NA,NA
"17256",201212,"2016",96,39
"17257",201212,"2015",NA,NA
"17258",201212,"2010",NA,NA
"17259",201212,"2016",140,71
"17260",201212,"2000",NA,NA
"17261",201212,"2017",118,60
"17262",201212,"2018",36,10
"17263",201212,"2012",NA,NA
"17264",201212,"2013",NA,NA
"17265",201212,"2006",NA,NA
"17266",201212,"2011",NA,NA
"17267",201212,"2003",NA,NA
"17268",201212,"2002",NA,NA
"17269",201212,"2001",NA,NA
"17270",201212,"2008",NA,NA
"17271",201212,"2007",NA,NA
"17272",201212,"2005",NA,NA
"17273",201277,"2008",NA,NA
"17274",201277,"1994",NA,NA
"17275",201277,"1993",NA,NA
"17276",201277,"2005",NA,NA
"17277",201281,"2007",NA,NA
"17278",201281,"2007",87,35
"17279",201281,"2005",NA,NA
"17280",201281,"1999",NA,NA
"17281",201281,"2008",5,1
"17282",201281,"2003",NA,NA
"17283",201281,"2002",NA,NA
"17284",201281,"2010",4,1
"17285",201281,"2004",NA,NA
"17286",201281,"2001",NA,NA
"17287",201281,"2009",2,0
"17288",201281,"1998",NA,NA
"17289",201281,"2006",NA,NA
"17290",201284,"1995",NA,NA
"17291",201284,"1999",NA,NA
"17292",201284,"2009",13,4
"17293",201284,"2004",NA,NA
"17294",201284,"2010",NA,NA
"17295",201284,"2000",NA,NA
"17296",201284,"2005",NA,NA
"17297",201284,"2006",NA,NA
"17298",201284,"2001",NA,NA
"17299",201284,"2009",NA,NA
"17300",201284,"2010",5,2
"17301",201284,"2008",NA,NA
"17302",201284,"2007",NA,NA
"17303",201284,"2003",NA,NA
"17304",201284,"2002",NA,NA
"17305",201286,"2006",NA,NA
"17306",201286,"2012",NA,NA
"17307",201286,"2004",NA,NA
"17308",201286,"2008",NA,NA
"17309",201286,"2007",NA,NA
"17310",201286,"2009",NA,NA
"17311",201286,"2002",NA,NA
"17312",201286,"2000",NA,NA
"17313",201286,"2001",NA,NA
"17314",201286,"2003",NA,NA
"17315",201286,"2014",NA,NA
"17316",201286,"2010",NA,NA
"17317",201286,"2013",NA,NA
"17318",201286,"2012",168,56
"17319",201286,"2011",NA,NA
"17320",201286,"2005",NA,NA
"17321",201287,"2011",127,36
"17322",201287,"2008",NA,NA
"17323",201287,"2009",NA,NA
"17324",201287,"2013",6,5
"17325",201287,"2001",NA,NA
"17326",201287,"2006",NA,NA
"17327",201287,"2007",NA,NA
"17328",201287,"2011",NA,NA
"17329",201287,"2013",1,0
"17330",201287,"2012",NA,NA
"17331",201287,"2002",NA,NA
"17332",201287,"2010",NA,NA
"17333",201287,"2007",19,12
"17334",201289,"2003",9,3
"17335",201289,"2000",NA,NA
"17336",201289,"2006",NA,NA
"17337",201289,"1999",NA,NA
"17338",201289,"2002",NA,NA
"17339",201289,"2004",NA,NA
"17340",201289,"2008",NA,NA
"17341",201289,"2001",NA,NA
"17342",201290,"2006",NA,NA
"17343",201290,"2010",NA,NA
"17344",201290,"2000",NA,NA
"17345",201290,"2017",29,11
"17346",201290,"1999",NA,NA
"17347",201290,"2009",NA,NA
"17348",201290,"2016",9,6
"17349",201290,"2002",NA,NA
"17350",201290,"2008",NA,NA
"17351",201290,"2016",51,20
"17352",201290,"2005",NA,NA
"17353",201290,"2015",NA,NA
"17354",201290,"2001",NA,NA
"17355",201290,"2003",NA,NA
"17356",201290,"2012",NA,NA
"17357",201290,"2013",NA,NA
"17358",201290,"2007",NA,NA
"17359",201290,"2011",NA,NA
"17360",201290,"2017",5,2
"17361",201290,"2004",NA,NA
"17362",201290,"2014",NA,NA
"17363",201291,"2009",NA,NA
"17364",201291,"2002",NA,NA
"17365",201291,"2010",47,21
"17366",201291,"2000",NA,NA
"17367",201291,"2010",NA,NA
"17368",201291,"2003",NA,NA
"17369",201291,"2011",37,19
"17370",201291,"2004",NA,NA
"17371",201291,"2011",69,27
"17372",201291,"2006",NA,NA
"17373",201291,"2007",47,27
"17374",201291,"2008",NA,NA
"17375",201291,"2005",NA,NA
"17376",201291,"2007",NA,NA
"17377",201291,"2001",NA,NA
"17378",201292,"2005",NA,NA
"17379",201292,"1999",NA,NA
"17380",201292,"2001",NA,NA
"17381",201292,"2004",NA,NA
"17382",201292,"2006",NA,NA
"17383",201292,"2007",NA,NA
"17384",201292,"2002",NA,NA
"17385",201292,"2000",NA,NA
"17386",201292,"2003",NA,NA
"17387",201293,"2005",NA,NA
"17388",201293,"2001",NA,NA
"17389",201293,"1999",NA,NA
"17390",201293,"2003",NA,NA
"17391",201293,"2012",NA,NA
"17392",201293,"2002",NA,NA
"17393",201293,"2011",NA,NA
"17394",201293,"2008",NA,NA
"17395",201293,"1996",NA,NA
"17396",201293,"2013",NA,NA
"17397",201293,"2009",NA,NA
"17398",201293,"2006",NA,NA
"17399",201293,"2000",NA,NA
"17400",201293,"2004",NA,NA
"17401",201293,"2010",NA,NA
"17402",201293,"2007",NA,NA
"17403",201293,"2014",NA,NA
"17404",201294,"2006",NA,NA
"17405",201294,"2004",NA,NA
"17406",201294,"2002",NA,NA
"17407",201294,"2013",NA,NA
"17408",201294,"2010",NA,NA
"17409",201294,"2005",NA,NA
"17410",201294,"2012",NA,NA
"17411",201294,"2011",NA,NA
"17412",201294,"2001",NA,NA
"17413",201294,"2009",NA,NA
"17414",201294,"2003",NA,NA
"17415",201294,"2007",NA,NA
"17416",201294,"2008",NA,NA
"17417",201295,"1996",NA,NA
"17418",201295,"2005",NA,NA
"17419",201295,"1997",NA,NA
"17420",201295,"1999",NA,NA
"17421",201295,"2000",NA,NA
"17422",201295,"2003",NA,NA
"17423",201295,"1998",NA,NA
"17424",201295,"2002",NA,NA
"17425",201295,"2004",NA,NA
"17426",201295,"2001",NA,NA
"17427",201297,"2001",NA,NA
"17428",201297,"2004",NA,NA
"17429",201297,"2003",NA,NA
"17430",201297,"2002",NA,NA
"17431",201297,"2005",NA,NA
"17432",201297,"2000",NA,NA
"17433",201298,"2007",NA,NA
"17434",201298,"2003",NA,NA
"17435",201298,"1999",NA,NA
"17436",201298,"2006",NA,NA
"17437",201298,"1998",NA,NA
"17438",201298,"2001",NA,NA
"17439",201298,"2000",NA,NA
"17440",201298,"2005",NA,NA
"17441",201298,"2004",NA,NA
"17442",201298,"2002",NA,NA
"17443",201300,"2009",6,5
"17444",201300,"2007",NA,NA
"17445",201300,"2000",NA,NA
"17446",201300,"2002",NA,NA
"17447",201300,"2001",NA,NA
"17448",201300,"2004",NA,NA
"17449",201300,"2005",NA,NA
"17450",201300,"2008",NA,NA
